frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.86, 0.16, 0.00, 0.05, 2.33, 3.02, 0.00, 2.51, 2.62, 1.52, 0.23, 0.00, 0.00, 0.00, 0.41, 0.79, 0.16, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.80, 0.16, 0.00, 0.11, 2.24, 2.87, 0.00, 2.56, 2.66, 1.57, 0.23, 0.00, 0.17, 0.00, 0.45, 0.78, 0.16, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.79, 0.11, 0.00, 0.12, 2.21, 2.78, 0.00, 2.55, 2.68, 1.53, 0.16, 0.00, 0.22, 0.00, 0.47, 0.77, 0.15, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.87, 0.07, 0.00, 0.13, 2.21, 2.71, 0.00, 2.56, 2.61, 1.59, 0.18, 0.00, 0.15, 0.00, 0.47, 0.73, 0.11, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.98, 0.13, 0.00, 0.09, 2.21, 2.68, 0.00, 2.53, 2.57, 1.58, 0.12, 0.00, 0.09, 0.00, 0.46, 0.74, 0.05, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 1.01, 0.16, 0.00, 0.07, 2.17, 2.65, 0.00, 2.50, 2.52, 1.60, 0.12, 0.00, 0.10, 0.00, 0.48, 0.68, 0.02, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.93, 0.18, 0.00, 0.08, 2.11, 2.68, 0.00, 2.48, 2.52, 1.62, 0.03, 0.00, 0.10, 0.00, 0.50, 0.69, 0.01, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.83, 0.18, 0.00, 0.03, 2.05, 2.59, 0.00, 2.46, 2.50, 1.64, 0.08, 0.00, 0.13, 0.00, 0.42, 0.57, 0.02, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.81, 0.23, 0.00, 0.03, 2.04, 2.63, 0.00, 2.40, 2.47, 1.64, 0.09, 0.00, 0.15, 0.00, 0.41, 0.53, 0.01, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.83, 0.19, 0.00, 0.01, 2.01, 2.63, 0.00, 2.34, 2.41, 1.60, 0.20, 0.00, 0.19, 0.00, 0.41, 0.52, 0.04, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
