frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.04, 0.00, 0.52, 2.17, 0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 0.15, 0.00, 0.53, 2.32, 0.00, 0.04, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 0.20, 0.00, 0.56, 2.30, 0.00, 0.05, 0.01, 0.18, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 0.16, 0.00, 0.58, 2.21, 0.00, 0.04, 0.01, 0.11, 0.00, 0.02, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 0.12, 0.00, 0.66, 2.27, 0.00, 0.03, 0.02, 0.26, 0.00, 0.04, 0.00, 0.00, 0.07, 0.00, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.18, 0.00, 0.06, 0.09, 0.45, 1.87, 0.00, 0.02, 0.03, 0.30, 0.00, 0.12, 0.00, 0.00, 0.07, 0.00, 1.12, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
7, 0, 0.200, 0.98, 1, 0.56, 0.13, 0.00, 0.15, 0.26, 1.43, 0.00, 0.02, 0.13, 0.38, 0.04, 0.42, 0.00, 0.00, 0.03, 0.00, 2.05, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8, 0, 0.234, 0.98, 1, 0.82, 0.13, 0.00, 0.22, 0.11, 1.09, 0.00, 0.00, 0.18, 0.22, 0.10, 0.94, 0.00, 0.00, 0.00, 0.00, 2.64, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9, 0, 0.267, 0.98, 1, 0.90, 0.27, 0.00, 0.14, 0.32, 1.52, 0.00, 0.00, 0.21, 0.24, 0.10, 1.48, 0.00, 0.00, 0.00, 0.00, 2.33, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10, 0, 0.300, 0.98, 1, 0.67, 0.14, 0.00, 0.07, 0.52, 2.10, 0.00, 0.00, 0.19, 0.40, 0.23, 1.70, 0.00, 0.07, 0.00, 0.00, 1.65, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
11, 0, 0.334, 0.98, 1, 0.57, 0.14, 0.00, 0.00, 0.62, 2.36, 0.00, 0.00, 0.22, 0.59, 0.16, 1.63, 0.00, 0.16, 0.00, 0.00, 0.88, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
12, 0, 0.367, 0.98, 1, 0.32, 0.01, 0.00, 0.00, 0.63, 2.33, 0.00, 0.00, 0.26, 0.71, 0.16, 1.53, 0.00, 0.25, 0.00, 0.00, 0.35, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.400, 0.98, 1, 0.17, 0.01, 0.01, 0.00, 0.66, 2.31, 0.00, 0.00, 0.28, 0.72, 0.00, 1.49, 0.00, 0.29, 0.00, 0.00, 0.10, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.434, 0.98, 1, 0.02, 0.00, 0.06, 0.00, 0.68, 2.34, 0.00, 0.00, 0.31, 0.87, 0.00, 1.30, 0.00, 0.30, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.467, 0.98, 1, 0.00, 0.00, 0.12, 0.00, 0.71, 2.45, 0.00, 0.00, 0.31, 0.82, 0.00, 1.12, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16, 0, 0.501, 0.98, 1, 0.00, 0.00, 0.12, 0.00, 0.67, 2.42, 0.00, 0.00, 0.29, 0.75, 0.00, 1.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17, 0, 0.534, 0.98, 1, 0.00, 0.00, 0.09, 0.00, 0.64, 2.45, 0.00, 0.00, 0.23, 0.65, 0.00, 1.10, 0.00, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18, 0, 0.567, 0.98, 1, 0.00, 0.00, 0.15, 0.00, 0.59, 2.53, 0.00, 0.00, 0.17, 0.62, 0.00, 1.20, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19, 0, 0.601, 0.98, 1, 0.00, 0.00, 0.22, 0.00, 0.62, 2.62, 0.00, 0.00, 0.13, 0.59, 0.00, 1.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20, 0, 0.634, 0.98, 1, 0.03, 0.00, 0.20, 0.00, 0.61, 2.58, 0.00, 0.00, 0.14, 0.57, 0.00, 1.13, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21, 0, 0.667, 0.98, 1, 0.03, 0.00, 0.09, 0.00, 0.60, 2.38, 0.00, 0.00, 0.13, 0.60, 0.00, 1.08, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22, 0, 0.701, 0.98, 1, 0.03, 0.00, 0.00, 0.00, 0.54, 2.33, 0.00, 0.00, 0.12, 0.63, 0.00, 1.00, 0.00, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23, 0, 0.734, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.55, 2.24, 0.00, 0.00, 0.09, 0.56, 0.00, 0.98, 0.00, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24, 0, 0.767, 0.98, 1, 0.00, 0.00, 0.03, 0.00, 0.52, 2.22, 0.00, 0.00, 0.07, 0.43, 0.00, 0.92, 0.00, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25, 0, 0.801, 0.98, 1, 0.00, 0.00, 0.03, 0.00, 0.50, 2.13, 0.00, 0.00, 0.05, 0.36, 0.00, 0.90, 0.00, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26, 0, 0.834, 0.98, 1, 0.00, 0.00, 0.05, 0.00, 0.47, 2.23, 0.00, 0.01, 0.03, 0.38, 0.00, 0.81, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27, 0, 0.868, 0.98, 1, 0.00, 0.00, 0.08, 0.00, 0.47, 2.33, 0.00, 0.08, 0.06, 0.48, 0.13, 0.79, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28, 0, 0.901, 0.98, 1, 0.00, 0.00, 0.08, 0.00, 0.59, 2.54, 0.00, 0.20, 0.13, 0.53, 0.13, 0.59, 0.00, 0.05, 0.13, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29, 0, 0.934, 0.98, 1, 0.10, 0.00, 0.06, 0.00, 0.54, 2.10, 0.00, 0.55, 0.19, 0.55, 0.14, 0.38, 0.00, 0.01, 0.63, 0.28, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
30, 0, 0.968, 0.98, 1, 0.41, 0.00, 0.00, 0.09, 0.38, 1.45, 0.00, 0.51, 0.16, 0.39, 0.00, 0.46, 0.00, 0.00, 1.42, 1.26, 2.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
31, 0, 1.001, 0.98, 1, 1.39, 0.36, 0.14, 0.32, 0.11, 0.85, 0.00, 0.39, 0.08, 0.20, 0.04, 0.69, 0.00, 0.00, 2.07, 2.26, 2.72, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
32, 0, 1.034, 0.98, 1, 2.43, 1.02, 0.35, 0.58, 0.00, 0.82, 0.00, 0.04, 0.00, 0.00, 0.03, 1.03, 0.00, 0.00, 2.49, 2.97, 2.84, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
33, 0, 1.068, 0.98, 1, 3.06, 1.63, 0.45, 0.76, 0.00, 0.82, 0.00, 0.00, 0.00, 0.00, 0.14, 0.86, 0.00, 0.00, 2.61, 3.05, 2.76, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
34, 0, 1.101, 0.98, 1, 2.55, 1.40, 0.31, 0.65, 0.00, 0.64, 0.00, 0.06, 0.00, 0.00, 0.11, 0.71, 0.06, 0.00, 2.83, 3.05, 2.84, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
35, 0, 1.134, 0.98, 1, 1.60, 0.74, 0.10, 0.45, 0.07, 0.66, 0.00, 0.08, 0.00, 0.08, 0.17, 0.37, 0.11, 0.00, 2.85, 2.82, 2.81, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
36, 0, 1.168, 0.98, 1, 0.66, 0.13, 0.11, 0.19, 0.29, 1.33, 0.00, 0.14, 0.00, 0.22, 0.06, 0.20, 0.11, 0.00, 2.29, 2.07, 2.61, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
37, 0, 1.201, 0.98, 1, 0.19, 0.00, 0.34, 0.07, 0.60, 2.03, 0.00, 0.08, 0.02, 0.44, 0.06, 0.22, 0.04, 0.00, 1.40, 1.29, 2.03, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
38, 0, 1.235, 0.98, 1, 0.01, 0.00, 0.59, 0.00, 0.87, 2.60, 0.00, 0.06, 0.10, 0.67, 0.00, 0.41, 0.03, 0.11, 0.52, 0.66, 1.35, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
39, 0, 1.268, 0.98, 1, 0.00, 0.00, 0.92, 0.00, 0.95, 2.62, 0.00, 0.00, 0.19, 0.84, 0.00, 0.45, 0.03, 0.22, 0.17, 0.35, 0.69, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
40, 0, 1.301, 0.98, 1, 0.00, 0.00, 1.14, 0.00, 0.98, 2.54, 0.00, 0.05, 0.27, 0.92, 0.00, 0.39, 0.03, 0.32, 0.05, 0.14, 0.29, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
41, 0, 1.335, 0.98, 1, 0.00, 0.00, 1.38, 0.00, 1.02, 2.49, 0.05, 0.10, 0.26, 0.88, 0.00, 0.38, 0.08, 0.38, 0.00, 0.04, 0.07, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
42, 0, 1.368, 0.98, 1, 0.00, 0.00, 1.58, 0.00, 1.17, 2.66, 0.22, 0.28, 0.29, 0.92, 0.00, 0.51, 0.16, 0.46, 0.00, 0.04, 0.04, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
43, 0, 1.401, 0.98, 1, 0.00, 0.00, 1.86, 0.00, 1.37, 2.87, 0.50, 0.54, 0.35, 1.09, 0.00, 0.62, 0.26, 0.55, 0.05, 0.02, 0.32, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
