frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.43, 0.00, 2.53, 3.77, 0.48, 2.31, 1.93, 1.92, 0.06, 0.71, 0.00, 1.02, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 0.52, 0.00, 2.53, 3.67, 0.38, 2.29, 1.93, 1.95, 0.08, 0.87, 0.00, 1.01, 0.37, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 0.58, 0.00, 2.53, 3.66, 0.38, 2.38, 1.95, 2.00, 0.06, 1.06, 0.00, 0.98, 0.33, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 0.67, 0.00, 2.53, 3.79, 0.40, 2.44, 1.93, 1.98, 0.00, 1.18, 0.00, 0.91, 0.28, 0.37, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 0.75, 0.00, 2.50, 3.72, 0.41, 2.39, 1.85, 1.96, 0.00, 1.33, 0.00, 0.81, 0.21, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 0.00, 0.90, 0.00, 2.40, 3.61, 0.37, 2.28, 1.73, 1.94, 0.00, 1.25, 0.00, 0.74, 0.24, 0.44, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.00, 0.00, 0.92, 0.00, 2.30, 3.47, 0.33, 2.26, 1.64, 2.05, 0.00, 1.16, 0.00, 0.65, 0.36, 0.45, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.00, 0.00, 0.99, 0.00, 2.22, 3.40, 0.34, 2.23, 1.57, 2.08, 0.00, 1.04, 0.00, 0.45, 0.57, 0.49, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.00, 0.00, 0.87, 0.00, 2.16, 3.31, 0.33, 2.13, 1.50, 2.08, 0.00, 0.95, 0.00, 0.21, 0.66, 0.62, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.00, 0.00, 0.87, 0.00, 2.16, 3.26, 0.37, 2.03, 1.47, 2.07, 0.00, 0.86, 0.00, 0.03, 0.72, 0.69, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
11, 0, 0.334, 0.98, 1, 0.00, 0.00, 0.78, 0.00, 2.14, 3.14, 0.38, 1.99, 1.44, 2.14, 0.00, 0.71, 0.00, 0.00, 0.67, 0.75, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
12, 0, 0.367, 0.98, 1, 0.00, 0.00, 0.85, 0.00, 2.17, 3.22, 0.34, 1.97, 1.44, 2.25, 0.00, 0.60, 0.00, 0.00, 0.61, 0.64, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
13, 0, 0.400, 0.98, 1, 0.00, 0.00, 0.86, 0.00, 2.15, 3.31, 0.25, 1.90, 1.42, 2.28, 0.00, 0.51, 0.00, 0.00, 0.52, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
14, 0, 0.434, 0.98, 1, 0.00, 0.00, 0.89, 0.00, 2.12, 3.40, 0.12, 1.81, 1.40, 2.27, 0.00, 0.45, 0.00, 0.10, 0.30, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
15, 0, 0.467, 0.98, 1, 0.00, 0.00, 0.90, 0.00, 2.06, 3.45, 0.11, 1.64, 1.33, 2.27, 0.00, 0.51, 0.00, 0.37, 0.14, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16, 0, 0.501, 0.98, 1, 0.00, 0.00, 0.89, 0.00, 2.01, 3.42, 0.08, 1.60, 1.23, 2.31, 0.00, 0.64, 0.00, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17, 0, 0.534, 0.98, 1, 0.00, 0.00, 0.85, 0.00, 1.97, 3.41, 0.10, 1.61, 1.09, 2.35, 0.04, 0.81, 0.00, 1.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18, 0, 0.567, 0.98, 1, 0.00, 0.00, 0.77, 0.00, 1.89, 3.39, 0.04, 1.70, 0.92, 2.32, 0.17, 1.12, 0.00, 1.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19, 0, 0.601, 0.98, 1, 0.00, 0.00, 0.72, 0.00, 1.85, 3.32, 0.05, 1.81, 0.80, 2.29, 0.29, 1.37, 0.02, 1.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20, 0, 0.634, 0.98, 1, 0.00, 0.00, 0.66, 0.00, 1.76, 3.07, 0.01, 1.95, 0.75, 2.24, 0.37, 1.57, 0.02, 1.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21, 0, 0.667, 0.98, 1, 0.00, 0.00, 0.56, 0.00, 1.75, 2.71, 0.01, 2.19, 0.85, 2.23, 0.33, 1.58, 0.06, 1.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22, 0, 0.701, 0.98, 1, 0.00, 0.00, 0.40, 0.00, 1.71, 2.43, 0.00, 2.27, 1.00, 2.24, 0.35, 1.37, 0.06, 1.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23, 0, 0.734, 0.98, 1, 0.02, 0.00, 0.28, 0.00, 1.75, 2.33, 0.00, 2.32, 1.20, 2.22, 0.27, 1.16, 0.15, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24, 0, 0.767, 0.98, 1, 0.22, 0.00, 0.15, 0.00, 1.75, 2.38, 0.00, 2.31, 1.39, 2.16, 0.24, 0.89, 0.17, 0.57, 0.08, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25, 0, 0.801, 0.98, 1, 0.60, 0.01, 0.08, 0.00, 1.69, 2.38, 0.00, 2.27, 1.54, 2.06, 0.25, 0.59, 0.20, 0.30, 0.21, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26, 0, 0.834, 0.98, 1, 1.13, 0.17, 0.00, 0.11, 1.62, 2.43, 0.00, 2.20, 1.68, 2.00, 0.22, 0.28, 0.22, 0.08, 0.33, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27, 0, 0.868, 0.98, 1, 1.54, 0.32, 0.00, 0.14, 1.53, 2.32, 0.00, 2.08, 1.75, 2.02, 0.14, 0.05, 0.28, 0.01, 0.39, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28, 0, 0.901, 0.98, 1, 1.87, 0.55, 0.00, 0.28, 1.47, 2.30, 0.00, 2.05, 1.78, 1.99, 0.00, 0.00, 0.29, 0.00, 0.46, 0.03, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29, 0, 0.934, 0.98, 1, 2.02, 0.50, 0.00, 0.28, 1.46, 2.29, 0.00, 2.10, 1.76, 1.99, 0.00, 0.00, 0.23, 0.00, 0.49, 0.08, 0.06, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
30, 0, 0.968, 0.98, 1, 2.19, 0.41, 0.04, 0.39, 1.44, 2.44, 0.00, 2.11, 1.68, 1.90, 0.00, 0.00, 0.13, 0.00, 0.52, 0.26, 0.16, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
31, 0, 1.001, 0.98, 1, 2.21, 0.17, 0.04, 0.29, 1.48, 2.46, 0.00, 2.09, 1.65, 1.92, 0.00, 0.00, 0.08, 0.00, 0.43, 0.50, 0.26, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
32, 0, 1.034, 0.98, 1, 2.18, 0.10, 0.11, 0.20, 1.50, 2.59, 0.00, 2.02, 1.62, 1.95, 0.05, 0.10, 0.13, 0.00, 0.33, 0.69, 0.30, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
33, 0, 1.068, 0.98, 1, 2.02, 0.04, 0.15, 0.15, 1.53, 2.66, 0.00, 2.00, 1.65, 1.96, 0.17, 0.21, 0.19, 0.00, 0.27, 0.78, 0.32, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
34, 0, 1.101, 0.98, 1, 1.92, 0.04, 0.15, 0.14, 1.53, 2.81, 0.00, 2.08, 1.68, 1.92, 0.45, 0.28, 0.18, 0.00, 0.18, 0.59, 0.30, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
35, 0, 1.134, 0.98, 1, 1.82, 0.00, 0.13, 0.16, 1.55, 2.76, 0.00, 2.18, 1.73, 1.86, 0.63, 0.26, 0.08, 0.00, 0.19, 0.34, 0.33, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
36, 0, 1.168, 0.98, 1, 1.86, 0.00, 0.07, 0.11, 1.53, 2.73, 0.00, 2.19, 1.73, 1.82, 0.67, 0.31, 0.00, 0.00, 0.09, 0.07, 0.32, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
37, 0, 1.201, 0.98, 1, 1.88, 0.00, 0.16, 0.09, 1.50, 2.60, 0.00, 2.10, 1.66, 1.69, 0.57, 0.35, 0.00, 0.00, 0.07, 0.00, 0.37, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
38, 0, 1.235, 0.98, 1, 1.96, 0.00, 0.14, 0.05, 1.44, 2.43, 0.00, 1.97, 1.56, 1.57, 0.58, 0.47, 0.00, 0.00, 0.00, 0.00, 0.34, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
39, 0, 1.268, 0.98, 1, 1.91, 0.00, 0.17, 0.01, 1.42, 2.31, 0.00, 1.91, 1.51, 1.46, 0.62, 0.48, 0.00, 0.00, 0.00, 0.00, 0.30, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
40, 0, 1.301, 0.98, 1, 1.93, 0.00, 0.16, 0.07, 1.49, 2.39, 0.00, 1.98, 1.50, 1.51, 0.58, 0.49, 0.00, 0.00, 0.09, 0.00, 0.31, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
41, 0, 1.335, 0.98, 1, 1.94, 0.00, 0.22, 0.12, 1.52, 2.40, 0.00, 2.02, 1.51, 1.58, 0.56, 0.29, 0.00, 0.00, 0.40, 0.28, 0.37, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
42, 0, 1.368, 0.98, 1, 2.07, 0.00, 0.25, 0.22, 1.54, 2.60, 0.00, 2.02, 1.50, 1.65, 0.62, 0.13, 0.00, 0.00, 0.68, 0.45, 0.44, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
43, 0, 1.401, 0.98, 1, 2.16, 0.00, 0.26, 0.24, 1.48, 2.57, 0.00, 1.83, 1.43, 1.62, 0.56, 0.00, 0.00, 0.00, 0.68, 0.50, 0.44, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
44, 0, 1.435, 0.98, 1, 2.27, 0.04, 0.21, 0.19, 1.41, 2.70, 0.00, 1.67, 1.31, 1.51, 0.33, 0.16, 0.00, 0.00, 0.38, 0.21, 0.36, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
45, 0, 1.468, 0.98, 1, 2.30, 0.11, 0.15, 0.09, 1.36, 2.66, 0.00, 1.52, 1.21, 1.50, 0.08, 0.34, 0.00, 0.00, 0.10, 0.04, 0.30, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
46, 0, 1.502, 0.98, 1, 2.33, 0.20, 0.07, 0.00, 1.27, 2.66, 0.00, 1.34, 1.16, 1.50, 0.07, 0.59, 0.00, 0.00, 0.00, 0.00, 0.24, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
47, 0, 1.535, 0.98, 1, 2.37, 0.28, 0.03, 0.00, 1.25, 2.61, 0.00, 1.22, 1.07, 1.45, 0.18, 0.63, 0.00, 0.00, 0.00, 0.00, 0.27, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
48, 0, 1.568, 0.98, 1, 2.37, 0.33, 0.00, 0.00, 1.22, 2.57, 0.00, 1.24, 1.02, 1.25, 0.29, 0.63, 0.00, 0.00, 0.00, 0.00, 0.28, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
49, 0, 1.602, 0.98, 1, 2.36, 0.24, 0.08, 0.00, 1.23, 2.63, 0.00, 1.36, 1.01, 1.12, 0.35, 0.42, 0.00, 0.00, 0.12, 0.00, 0.32, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
