frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.26, 0.27, 0.08, 0.15, 0.00, 0.98, 0.00, 0.00, 0.00, 0.00, 0.18, 0.73, 0.00, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.23, 0.23, 0.05, 0.05, 0.00, 1.17, 0.00, 0.00, 0.00, 0.00, 0.24, 0.76, 0.04, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.14, 0.17, 0.04, 0.00, 0.00, 1.25, 0.00, 0.00, 0.04, 0.00, 0.27, 0.69, 0.04, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.14, 0.23, 0.03, 0.00, 0.00, 1.24, 0.00, 0.00, 0.12, 0.00, 0.15, 0.43, 0.00, 0.49, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.13, 0.27, 0.05, 0.00, 0.00, 1.41, 0.00, 0.02, 0.18, 0.00, 0.16, 0.36, 0.02, 0.37, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.23, 0.36, 0.04, 0.00, 0.00, 1.55, 0.00, 0.03, 0.24, 0.00, 0.16, 0.32, 0.02, 0.23, 0.00, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.28, 0.32, 0.07, 0.00, 0.00, 1.62, 0.00, 0.03, 0.26, 0.00, 0.19, 0.36, 0.02, 0.15, 0.00, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.32, 0.42, 0.10, 0.00, 0.00, 1.55, 0.00, 0.01, 0.34, 0.00, 0.19, 0.31, 0.00, 0.14, 0.00, 0.88, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.30, 0.46, 0.13, 0.00, 0.00, 1.57, 0.00, 0.03, 0.42, 0.00, 0.13, 0.17, 0.00, 0.15, 0.00, 0.90, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.30, 0.60, 0.16, 0.00, 0.00, 1.57, 0.00, 0.03, 0.48, 0.00, 0.08, 0.07, 0.01, 0.16, 0.00, 0.91, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
