frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.22, 0.00, 0.00, 0.00, 1.86, 2.80, 0.00, 2.11, 2.59, 1.79, 0.00, 0.60, 0.33, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.18, 0.01, 0.00, 0.00, 1.82, 3.01, 0.02, 2.06, 2.60, 1.59, 0.00, 0.47, 0.23, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.21, 0.01, 0.00, 0.03, 1.74, 2.89, 0.02, 2.12, 2.60, 1.48, 0.00, 0.40, 0.13, 0.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.25, 0.00, 0.00, 0.03, 1.69, 2.74, 0.00, 2.10, 2.62, 1.53, 0.00, 0.38, 0.08, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.32, 0.00, 0.00, 0.03, 1.62, 2.66, 0.00, 2.06, 2.62, 1.56, 0.00, 0.45, 0.00, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.32, 0.00, 0.00, 0.00, 1.63, 2.65, 0.00, 1.92, 2.64, 1.63, 0.00, 0.49, 0.03, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.32, 0.00, 0.00, 0.00, 1.63, 2.69, 0.00, 1.88, 2.66, 1.57, 0.00, 0.51, 0.07, 0.57, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
8, 0, 0.234, 0.98, 1, 0.38, 0.00, 0.00, 0.01, 1.68, 2.68, 0.00, 1.88, 2.72, 1.62, 0.00, 0.41, 0.07, 0.60, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.43, 0.00, 0.00, 0.01, 1.74, 2.74, 0.00, 1.85, 2.77, 1.64, 0.00, 0.43, 0.04, 0.67, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.50, 0.00, 0.00, 0.01, 1.75, 2.76, 0.00, 1.87, 2.84, 1.81, 0.00, 0.41, 0.00, 0.74, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.334, 0.98, 1, 0.49, 0.00, 0.00, 0.00, 1.74, 2.64, 0.00, 1.88, 2.88, 1.79, 0.04, 0.41, 0.00, 0.79, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.367, 0.98, 1, 0.47, 0.00, 0.01, 0.00, 1.74, 2.65, 0.00, 1.92, 2.95, 1.88, 0.15, 0.28, 0.00, 0.75, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.400, 0.98, 1, 0.33, 0.00, 0.01, 0.00, 1.79, 2.40, 0.00, 1.97, 2.93, 1.77, 0.15, 0.22, 0.00, 0.71, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
