frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.55, 0.45, 0.00, 0.00, 0.25, 1.50, 0.00, 1.16, 0.55, 0.36, 0.00, 0.00, 0.00, 0.00, 0.75, 1.60, 0.16, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.47, 0.26, 0.00, 0.00, 0.24, 1.42, 0.00, 1.15, 0.61, 0.37, 0.01, 0.00, 0.00, 0.00, 0.80, 1.42, 0.15, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.47, 0.15, 0.00, 0.00, 0.24, 1.35, 0.00, 1.07, 0.62, 0.42, 0.01, 0.00, 0.00, 0.00, 0.84, 1.33, 0.10, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.49, 0.20, 0.00, 0.00, 0.23, 1.25, 0.00, 0.94, 0.62, 0.41, 0.00, 0.00, 0.00, 0.00, 0.79, 1.32, 0.06, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.50, 0.14, 0.00, 0.00, 0.18, 1.21, 0.00, 0.92, 0.63, 0.49, 0.00, 0.00, 0.00, 0.00, 0.73, 1.27, 0.05, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.46, 0.15, 0.00, 0.00, 0.16, 1.23, 0.00, 0.99, 0.64, 0.50, 0.00, 0.00, 0.00, 0.00, 0.65, 1.22, 0.08, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.51, 0.21, 0.00, 0.00, 0.15, 1.28, 0.00, 1.04, 0.65, 0.47, 0.01, 0.00, 0.00, 0.00, 0.61, 1.12, 0.09, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.49, 0.21, 0.00, 0.00, 0.18, 1.32, 0.00, 1.05, 0.64, 0.48, 0.01, 0.02, 0.00, 0.00, 0.64, 1.17, 0.09, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.47, 0.23, 0.00, 0.00, 0.15, 1.35, 0.00, 0.96, 0.63, 0.43, 0.01, 0.02, 0.00, 0.00, 0.63, 1.16, 0.14, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.42, 0.19, 0.00, 0.00, 0.16, 1.39, 0.00, 0.91, 0.58, 0.44, 0.00, 0.02, 0.00, 0.00, 0.64, 1.18, 0.15, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
11, 0, 0.334, 0.98, 1, 0.37, 0.13, 0.00, 0.00, 0.14, 1.44, 0.00, 0.92, 0.58, 0.37, 0.05, 0.00, 0.00, 0.00, 0.66, 1.21, 0.19, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
12, 0, 0.367, 0.98, 1, 0.37, 0.10, 0.00, 0.00, 0.17, 1.39, 0.00, 0.95, 0.57, 0.40, 0.13, 0.00, 0.00, 0.00, 0.72, 1.21, 0.13, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
13, 0, 0.400, 0.98, 1, 0.39, 0.10, 0.00, 0.00, 0.14, 1.37, 0.00, 1.00, 0.59, 0.42, 0.14, 0.00, 0.00, 0.00, 0.78, 1.16, 0.11, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
14, 0, 0.434, 0.98, 1, 0.38, 0.10, 0.00, 0.00, 0.14, 1.32, 0.00, 1.03, 0.62, 0.51, 0.20, 0.00, 0.00, 0.00, 0.77, 1.07, 0.06, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
15, 0, 0.467, 0.98, 1, 0.38, 0.06, 0.00, 0.00, 0.17, 1.42, 0.00, 1.17, 0.68, 0.60, 0.16, 0.00, 0.00, 0.00, 0.75, 1.03, 0.05, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
16, 0, 0.501, 0.98, 1, 0.33, 0.01, 0.00, 0.00, 0.19, 1.42, 0.00, 1.13, 0.70, 0.62, 0.18, 0.00, 0.00, 0.00, 0.65, 1.07, 0.07, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
17, 0, 0.534, 0.98, 1, 0.36, 0.10, 0.00, 0.00, 0.18, 1.41, 0.00, 1.11, 0.64, 0.65, 0.07, 0.02, 0.00, 0.00, 0.53, 1.13, 0.05, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
18, 0, 0.567, 0.98, 1, 0.39, 0.22, 0.00, 0.00, 0.14, 1.29, 0.00, 0.93, 0.62, 0.58, 0.03, 0.04, 0.00, 0.00, 0.36, 1.12, 0.04, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
19, 0, 0.601, 0.98, 1, 0.41, 0.29, 0.00, 0.04, 0.12, 1.31, 0.00, 0.89, 0.58, 0.59, 0.10, 0.07, 0.00, 0.00, 0.30, 1.11, 0.02, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
20, 0, 0.634, 0.98, 1, 0.38, 0.30, 0.00, 0.04, 0.08, 1.38, 0.00, 0.82, 0.59, 0.53, 0.10, 0.05, 0.00, 0.00, 0.27, 1.06, 0.06, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
21, 0, 0.667, 0.98, 1, 0.36, 0.22, 0.00, 0.04, 0.05, 1.42, 0.00, 0.86, 0.57, 0.57, 0.12, 0.03, 0.00, 0.00, 0.36, 1.05, 0.09, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
22, 0, 0.701, 0.98, 1, 0.35, 0.27, 0.00, 0.01, 0.03, 1.34, 0.00, 0.92, 0.57, 0.53, 0.02, 0.01, 0.00, 0.00, 0.38, 0.94, 0.10, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
23, 0, 0.734, 0.98, 1, 0.41, 0.31, 0.00, 0.01, 0.02, 1.21, 0.00, 0.94, 0.58, 0.50, 0.04, 0.01, 0.00, 0.00, 0.37, 0.86, 0.06, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
24, 0, 0.767, 0.98, 1, 0.47, 0.51, 0.00, 0.01, 0.02, 1.24, 0.00, 0.98, 0.58, 0.48, 0.05, 0.00, 0.00, 0.00, 0.36, 0.81, 0.04, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
25, 0, 0.801, 0.98, 1, 0.50, 0.56, 0.00, 0.00, 0.08, 1.27, 0.00, 0.99, 0.62, 0.54, 0.05, 0.00, 0.00, 0.00, 0.29, 0.75, 0.01, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
