frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 3.77, 0.00, 1.39, 3.99, 0.18, 1.93, 0.00, 0.69, 0.17, 0.53, 0.09, 0.65, 0.00, 0.00, 0.49, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 3.48, 0.00, 1.11, 3.21, 0.06, 2.23, 0.03, 0.75, 0.68, 1.18, 0.03, 0.88, 0.00, 0.00, 1.21, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 3.30, 0.00, 0.98, 2.78, 0.00, 2.39, 0.03, 0.80, 0.92, 1.61, 0.04, 1.03, 0.00, 0.00, 1.55, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 3.25, 0.00, 0.96, 2.78, 0.00, 2.42, 0.03, 0.79, 1.04, 1.72, 0.04, 1.03, 0.00, 0.00, 1.37, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 3.34, 0.00, 1.09, 3.24, 0.03, 2.41, 0.00, 0.72, 0.87, 1.55, 0.04, 0.89, 0.00, 0.00, 1.15, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6, 0, 0.167, 0.98, 1, 0.00, 0.00, 3.34, 0.00, 1.12, 3.50, 0.03, 2.47, 0.00, 0.73, 0.83, 1.33, 0.00, 0.71, 0.00, 0.00, 0.91, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
7, 0, 0.200, 0.98, 1, 0.00, 0.00, 3.33, 0.00, 0.98, 3.38, 0.03, 2.40, 0.01, 0.79, 0.70, 0.99, 0.00, 0.46, 0.00, 0.00, 0.98, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8, 0, 0.234, 0.98, 1, 0.10, 0.00, 3.16, 0.00, 0.74, 2.73, 0.00, 2.34, 0.07, 0.89, 0.61, 0.68, 0.02, 0.23, 0.22, 0.00, 1.12, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9, 0, 0.267, 0.98, 1, 0.16, 0.00, 3.13, 0.00, 0.61, 2.43, 0.00, 2.29, 0.15, 0.91, 0.43, 0.28, 0.02, 0.04, 0.73, 0.16, 1.18, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10, 0, 0.300, 0.98, 1, 0.20, 0.00, 3.11, 0.00, 0.71, 2.51, 0.01, 2.38, 0.25, 0.97, 0.30, 0.10, 0.02, 0.00, 1.31, 0.39, 1.02, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
11, 0, 0.334, 0.98, 1, 0.16, 0.00, 3.26, 0.00, 0.87, 3.03, 0.07, 2.59, 0.30, 1.01, 0.33, 0.01, 0.00, 0.00, 1.69, 0.61, 0.72, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
12, 0, 0.367, 0.98, 1, 0.12, 0.00, 3.36, 0.00, 1.00, 3.34, 0.11, 2.75, 0.35, 0.97, 0.36, 0.05, 0.00, 0.00, 1.79, 0.70, 0.45, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
13, 0, 0.400, 0.98, 1, 0.11, 0.00, 3.38, 0.00, 1.02, 3.37, 0.12, 2.80, 0.41, 0.92, 0.28, 0.04, 0.00, 0.00, 1.81, 0.73, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
14, 0, 0.434, 0.98, 1, 0.11, 0.00, 3.32, 0.00, 1.06, 3.29, 0.09, 2.78, 0.49, 0.79, 0.14, 0.04, 0.00, 0.00, 1.83, 0.77, 0.07, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
15, 0, 0.467, 0.98, 1, 0.21, 0.00, 3.25, 0.00, 1.07, 3.16, 0.09, 2.69, 0.57, 0.83, 0.03, 0.00, 0.00, 0.00, 1.89, 0.77, 0.02, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
16, 0, 0.501, 0.98, 1, 0.27, 0.00, 3.15, 0.01, 1.08, 3.03, 0.06, 2.70, 0.63, 0.89, 0.01, 0.00, 0.00, 0.00, 1.89, 0.66, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
17, 0, 0.534, 0.98, 1, 0.23, 0.00, 3.09, 0.01, 1.10, 3.04, 0.04, 2.69, 0.71, 1.00, 0.01, 0.00, 0.00, 0.00, 1.89, 0.54, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
18, 0, 0.567, 0.98, 1, 0.15, 0.00, 3.07, 0.01, 1.15, 2.94, 0.05, 2.67, 0.78, 1.06, 0.00, 0.00, 0.00, 0.00, 1.86, 0.45, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
19, 0, 0.601, 0.98, 1, 0.10, 0.00, 3.09, 0.01, 1.19, 2.99, 0.05, 2.62, 0.83, 1.09, 0.00, 0.00, 0.01, 0.00, 1.87, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
