frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 1.71, 0.00, 1.11, 2.41, 0.00, 1.80, 0.00, 0.01, 0.00, 0.80, 0.37, 0.57, 1.16, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 1.62, 0.00, 1.06, 2.42, 0.00, 1.65, 0.00, 0.13, 0.00, 0.83, 0.12, 0.70, 1.16, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 1.61, 0.00, 1.02, 2.38, 0.00, 1.57, 0.00, 0.14, 0.00, 0.82, 0.00, 0.75, 1.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 1.71, 0.00, 0.98, 2.24, 0.00, 1.62, 0.00, 0.16, 0.00, 0.88, 0.01, 0.67, 1.12, 0.00, 0.11, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 1.77, 0.00, 0.89, 1.78, 0.00, 1.75, 0.00, 0.08, 0.00, 0.82, 0.09, 0.38, 1.08, 0.00, 0.73, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.02, 0.00, 1.69, 0.00, 0.80, 1.21, 0.00, 1.91, 0.00, 0.07, 0.00, 0.69, 0.19, 0.14, 1.24, 0.00, 1.50, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
7, 0, 0.200, 0.98, 1, 0.02, 0.00, 1.57, 0.00, 0.67, 0.50, 0.00, 2.01, 0.00, 0.09, 0.00, 0.43, 0.29, 0.00, 1.34, 0.00, 2.28, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
8, 0, 0.234, 0.98, 1, 0.04, 0.00, 1.42, 0.00, 0.66, 0.25, 0.00, 1.98, 0.00, 0.19, 0.00, 0.23, 0.27, 0.00, 1.52, 0.00, 2.55, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
9, 0, 0.267, 0.98, 1, 0.04, 0.00, 1.36, 0.00, 0.67, 0.16, 0.00, 1.96, 0.01, 0.24, 0.00, 0.09, 0.23, 0.00, 1.59, 0.00, 2.65, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
10, 0, 0.300, 0.98, 1, 0.04, 0.00, 1.45, 0.00, 0.75, 0.28, 0.00, 1.99, 0.03, 0.16, 0.00, 0.04, 0.13, 0.00, 1.70, 0.00, 2.62, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
11, 0, 0.334, 0.98, 1, 0.02, 0.00, 1.66, 0.00, 0.82, 0.81, 0.00, 2.10, 0.03, 0.05, 0.00, 0.09, 0.07, 0.00, 1.81, 0.08, 2.37, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
12, 0, 0.367, 0.98, 1, 0.00, 0.00, 1.95, 0.00, 0.93, 1.44, 0.00, 2.13, 0.02, 0.01, 0.00, 0.19, 0.00, 0.00, 1.73, 0.22, 1.84, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
13, 0, 0.400, 0.98, 1, 0.00, 0.00, 2.03, 0.00, 1.03, 2.22, 0.04, 2.15, 0.00, 0.01, 0.00, 0.28, 0.00, 0.00, 1.65, 0.39, 1.16, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
14, 0, 0.434, 0.98, 1, 0.00, 0.00, 2.05, 0.00, 1.17, 2.60, 0.18, 2.17, 0.00, 0.00, 0.00, 0.23, 0.00, 0.07, 1.70, 0.48, 0.56, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
15, 0, 0.467, 0.98, 1, 0.00, 0.00, 2.07, 0.00, 1.25, 2.71, 0.29, 2.18, 0.00, 0.00, 0.00, 0.18, 0.00, 0.09, 1.70, 0.57, 0.21, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
16, 0, 0.501, 0.98, 1, 0.00, 0.00, 2.10, 0.00, 1.29, 2.74, 0.38, 2.10, 0.00, 0.00, 0.00, 0.19, 0.00, 0.09, 1.82, 0.68, 0.05, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
17, 0, 0.534, 0.98, 1, 0.00, 0.00, 2.14, 0.00, 1.29, 2.76, 0.34, 2.09, 0.00, 0.00, 0.00, 0.25, 0.00, 0.03, 1.65, 0.68, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
18, 0, 0.567, 0.98, 1, 0.00, 0.00, 2.04, 0.00, 1.28, 2.79, 0.32, 2.02, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 1.66, 0.72, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
19, 0, 0.601, 0.98, 1, 0.00, 0.00, 1.98, 0.00, 1.30, 2.77, 0.28, 1.94, 0.00, 0.00, 0.00, 0.26, 0.00, 0.00, 1.61, 0.74, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
20, 0, 0.634, 0.98, 1, 0.00, 0.00, 1.92, 0.10, 1.30, 2.66, 0.20, 1.77, 0.00, 0.00, 0.00, 0.26, 0.00, 0.00, 1.68, 0.96, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
21, 0, 0.667, 0.98, 1, 0.00, 0.00, 1.88, 0.10, 1.29, 2.69, 0.19, 1.67, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 1.71, 1.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
22, 0, 0.701, 0.98, 1, 0.00, 0.00, 1.86, 0.16, 1.22, 2.63, 0.20, 1.62, 0.00, 0.00, 0.00, 0.44, 0.00, 0.00, 1.66, 1.01, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
23, 0, 0.734, 0.98, 1, 0.00, 0.00, 1.88, 0.06, 1.16, 2.68, 0.29, 1.56, 0.00, 0.00, 0.00, 0.48, 0.00, 0.00, 1.46, 0.70, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
24, 0, 0.767, 0.98, 1, 0.00, 0.00, 1.88, 0.06, 1.11, 2.50, 0.31, 1.57, 0.00, 0.00, 0.03, 0.55, 0.00, 0.00, 1.00, 0.36, 0.15, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
25, 0, 0.801, 0.98, 1, 0.08, 0.00, 1.73, 0.03, 1.03, 2.05, 0.29, 1.47, 0.00, 0.00, 0.03, 0.61, 0.00, 0.00, 0.47, 0.08, 0.82, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
26, 0, 0.834, 0.98, 1, 0.19, 0.00, 1.49, 0.06, 0.88, 1.32, 0.19, 1.42, 0.00, 0.00, 0.09, 0.80, 0.00, 0.00, 0.08, 0.00, 1.65, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
27, 0, 0.868, 0.98, 1, 0.26, 0.00, 1.23, 0.20, 0.72, 0.62, 0.08, 1.31, 0.00, 0.00, 0.23, 0.88, 0.03, 0.00, 0.00, 0.00, 2.35, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
28, 0, 0.901, 0.98, 1, 0.24, 0.00, 1.01, 0.43, 0.70, 0.34, 0.00, 1.39, 0.01, 0.00, 0.27, 1.00, 0.04, 0.00, 0.00, 0.00, 2.51, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
29, 0, 0.934, 0.98, 1, 0.20, 0.00, 0.86, 0.50, 0.76, 0.30, 0.00, 1.39, 0.01, 0.00, 0.30, 1.20, 0.06, 0.00, 0.00, 0.00, 2.47, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00
30, 0, 0.968, 0.98, 1, 0.25, 0.00, 0.84, 0.50, 0.85, 0.79, 0.00, 1.53, 0.05, 0.00, 0.18, 1.20, 0.03, 0.00, 0.00, 0.00, 2.22, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00
31, 0, 1.001, 0.98, 1, 0.36, 0.07, 0.96, 0.24, 0.86, 1.28, 0.08, 1.53, 0.04, 0.00, 0.14, 1.03, 0.02, 0.00, 0.10, 0.00, 1.66, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00
32, 0, 1.034, 0.98, 1, 0.40, 0.08, 1.10, 0.15, 0.89, 1.91, 0.18, 1.67, 0.04, 0.00, 0.05, 0.64, 0.00, 0.00, 0.16, 0.24, 0.92, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00
33, 0, 1.068, 0.98, 1, 0.54, 0.18, 1.13, 0.20, 0.89, 2.23, 0.26, 1.67, 0.00, 0.00, 0.03, 0.58, 0.00, 0.02, 0.34, 0.58, 0.33, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00
34, 0, 1.101, 0.98, 1, 0.59, 0.19, 1.03, 0.45, 0.90, 2.40, 0.21, 1.64, 0.00, 0.00, 0.10, 0.64, 0.00, 0.03, 0.52, 0.98, 0.05, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00
35, 0, 1.134, 0.98, 1, 0.75, 0.26, 0.95, 0.70, 0.93, 2.53, 0.18, 1.68, 0.00, 0.00, 0.12, 0.81, 0.00, 0.07, 0.71, 1.14, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00
36, 0, 1.168, 0.98, 1, 0.78, 0.24, 1.02, 0.73, 0.95, 2.58, 0.15, 1.57, 0.00, 0.00, 0.08, 0.90, 0.00, 0.13, 0.88, 1.34, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00
37, 0, 1.201, 0.98, 1, 0.90, 0.37, 1.13, 0.61, 0.93, 2.57, 0.17, 1.62, 0.00, 0.00, 0.01, 0.88, 0.00, 0.22, 0.89, 1.46, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00
38, 0, 1.235, 0.98, 1, 0.89, 0.45, 1.20, 0.44, 0.89, 2.41, 0.18, 1.48, 0.00, 0.00, 0.00, 0.83, 0.00, 0.29, 1.06, 1.55, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00
39, 0, 1.268, 0.98, 1, 0.77, 0.45, 1.29, 0.30, 0.89, 2.45, 0.24, 1.53, 0.00, 0.00, 0.00, 0.64, 0.00, 0.22, 1.23, 1.51, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
40, 0, 1.301, 0.98, 1, 0.54, 0.26, 1.44, 0.19, 0.97, 2.52, 0.29, 1.47, 0.00, 0.00, 0.00, 0.55, 0.00, 0.11, 1.37, 1.31, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
41, 0, 1.335, 0.98, 1, 0.26, 0.10, 1.57, 0.09, 1.05, 2.58, 0.30, 1.46, 0.00, 0.00, 0.00, 0.54, 0.00, 0.00, 1.36, 0.98, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
42, 0, 1.368, 0.98, 1, 0.10, 0.02, 1.53, 0.01, 1.10, 2.47, 0.30, 1.26, 0.00, 0.00, 0.00, 0.42, 0.00, 0.00, 1.16, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
43, 0, 1.401, 0.98, 1, 0.00, 0.00, 1.39, 0.00, 1.06, 2.45, 0.34, 1.12, 0.00, 0.00, 0.00, 0.25, 0.00, 0.00, 0.73, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
44, 0, 1.435, 0.98, 1, 0.00, 0.00, 1.34, 0.00, 1.03, 2.50, 0.36, 1.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
45, 0, 1.468, 0.98, 1, 0.00, 0.00, 1.32, 0.00, 0.99, 2.39, 0.42, 1.10, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
46, 0, 1.502, 0.98, 1, 0.02, 0.00, 1.36, 0.00, 0.91, 2.47, 0.33, 1.20, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.55, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
