frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.71, 0.00, 0.11, 1.62, 0.00, 0.76, 0.00, 1.53, 0.63, 0.79, 0.19, 1.39, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 0.79, 0.00, 0.10, 1.61, 0.00, 0.66, 0.00, 1.36, 0.55, 0.84, 0.16, 1.31, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 0.82, 0.00, 0.11, 1.62, 0.00, 0.57, 0.00, 1.29, 0.45, 0.76, 0.22, 1.22, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 0.86, 0.00, 0.10, 1.58, 0.00, 0.53, 0.00, 1.30, 0.42, 0.65, 0.21, 1.14, 0.00, 0.03, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 0.85, 0.00, 0.16, 1.50, 0.00, 0.52, 0.00, 1.31, 0.35, 0.36, 0.29, 1.04, 0.00, 0.07, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 0.00, 0.85, 0.00, 0.16, 1.50, 0.00, 0.48, 0.00, 1.35, 0.35, 0.40, 0.22, 1.00, 0.00, 0.07, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
7, 0, 0.200, 0.98, 1, 0.01, 0.00, 0.84, 0.00, 0.17, 1.62, 0.00, 0.42, 0.00, 1.35, 0.30, 0.38, 0.24, 0.95, 0.00, 0.05, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
8, 0, 0.234, 0.98, 1, 0.08, 0.00, 0.89, 0.00, 0.12, 1.60, 0.00, 0.35, 0.00, 1.45, 0.27, 0.53, 0.25, 0.91, 0.00, 0.00, 0.34, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
9, 0, 0.267, 0.98, 1, 0.08, 0.00, 0.93, 0.00, 0.07, 1.48, 0.00, 0.33, 0.00, 1.37, 0.21, 0.49, 0.28, 0.80, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
10, 0, 0.300, 0.98, 1, 0.12, 0.00, 0.93, 0.00, 0.05, 1.50, 0.00, 0.26, 0.00, 1.38, 0.19, 0.53, 0.26, 0.73, 0.00, 0.05, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
11, 0, 0.334, 0.98, 1, 0.14, 0.01, 0.90, 0.00, 0.07, 1.62, 0.00, 0.18, 0.00, 1.27, 0.13, 0.51, 0.16, 0.67, 0.00, 0.10, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
12, 0, 0.367, 0.98, 1, 0.18, 0.01, 0.95, 0.00, 0.12, 1.74, 0.00, 0.15, 0.00, 1.25, 0.09, 0.49, 0.08, 0.63, 0.00, 0.17, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
