frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.05, 2.08, 0.00, 0.71, 1.69, 1.61, 0.13, 0.30, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.10, 2.43, 0.00, 0.75, 1.78, 1.45, 0.07, 0.10, 0.00, 0.00, 0.40, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.14, 2.68, 0.00, 0.75, 1.84, 1.47, 0.02, 0.00, 0.00, 0.00, 0.61, 0.87, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.20, 2.79, 0.00, 0.78, 1.89, 1.58, 0.00, 0.00, 0.00, 0.00, 0.57, 0.73, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.22, 2.78, 0.00, 0.69, 1.93, 1.66, 0.00, 0.00, 0.00, 0.00, 0.33, 0.54, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.22, 2.69, 0.00, 0.67, 1.98, 1.70, 0.00, 0.00, 0.00, 0.00, 0.21, 0.37, 0.01, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
7, 0, 0.200, 0.98, 1, 0.00, 0.00, 0.00, 0.01, 1.28, 2.56, 0.00, 0.69, 2.08, 1.71, 0.00, 0.00, 0.00, 0.00, 0.16, 0.32, 0.01, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
8, 0, 0.234, 0.98, 1, 0.13, 0.00, 0.00, 0.01, 1.37, 2.60, 0.03, 0.81, 2.16, 1.66, 0.00, 0.00, 0.00, 0.00, 0.14, 0.30, 0.01, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
9, 0, 0.267, 0.98, 1, 0.13, 0.00, 0.00, 0.01, 1.45, 2.52, 0.03, 0.83, 2.25, 1.58, 0.00, 0.00, 0.00, 0.00, 0.05, 0.31, 0.05, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
10, 0, 0.300, 0.98, 1, 0.17, 0.00, 0.00, 0.00, 1.40, 2.44, 0.03, 0.69, 2.24, 1.54, 0.00, 0.00, 0.00, 0.03, 0.01, 0.26, 0.10, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
11, 0, 0.334, 0.98, 1, 0.11, 0.00, 0.00, 0.00, 1.35, 2.31, 0.00, 0.53, 2.25, 1.56, 0.00, 0.00, 0.00, 0.05, 0.01, 0.19, 0.13, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
12, 0, 0.367, 0.98, 1, 0.15, 0.00, 0.00, 0.00, 1.31, 2.37, 0.00, 0.43, 2.22, 1.56, 0.00, 0.00, 0.00, 0.07, 0.01, 0.14, 0.15, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
13, 0, 0.400, 0.98, 1, 0.13, 0.00, 0.00, 0.00, 1.34, 2.53, 0.00, 0.43, 2.25, 1.51, 0.00, 0.00, 0.00, 0.09, 0.01, 0.09, 0.18, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
14, 0, 0.434, 0.98, 1, 0.15, 0.00, 0.00, 0.00, 1.35, 2.60, 0.00, 0.38, 2.28, 1.44, 0.00, 0.00, 0.00, 0.10, 0.00, 0.07, 0.19, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
15, 0, 0.467, 0.98, 1, 0.22, 0.00, 0.00, 0.00, 1.39, 2.72, 0.00, 0.38, 2.32, 1.42, 0.00, 0.00, 0.00, 0.15, 0.00, 0.04, 0.17, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
16, 0, 0.501, 0.98, 1, 0.33, 0.00, 0.00, 0.00, 1.39, 2.73, 0.01, 0.43, 2.32, 1.40, 0.00, 0.00, 0.00, 0.14, 0.00, 0.05, 0.13, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
17, 0, 0.534, 0.98, 1, 0.39, 0.00, 0.00, 0.00, 1.43, 2.60, 0.08, 0.57, 2.33, 1.46, 0.00, 0.00, 0.00, 0.10, 0.02, 0.10, 0.17, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
18, 0, 0.567, 0.98, 1, 0.48, 0.00, 0.00, 0.00, 1.41, 2.45, 0.19, 0.75, 2.30, 1.45, 0.00, 0.00, 0.00, 0.04, 0.18, 0.09, 0.19, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
19, 0, 0.601, 0.98, 1, 0.52, 0.00, 0.00, 0.00, 1.48, 2.44, 0.31, 1.01, 2.22, 1.45, 0.04, 0.05, 0.00, 0.00, 0.46, 0.31, 0.23, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00
20, 0, 0.634, 0.98, 1, 0.46, 0.00, 0.00, 0.00, 1.46, 2.42, 0.26, 1.24, 2.06, 1.34, 0.15, 0.10, 0.00, 0.00, 0.87, 0.48, 0.28, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
21, 0, 0.667, 0.98, 1, 0.39, 0.00, 0.00, 0.00, 1.47, 2.52, 0.20, 1.43, 1.95, 1.19, 0.25, 0.10, 0.00, 0.00, 1.47, 0.82, 0.40, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
22, 0, 0.701, 0.98, 1, 0.28, 0.00, 0.00, 0.00, 1.48, 2.52, 0.18, 1.51, 1.86, 1.02, 0.33, 0.06, 0.00, 0.00, 1.94, 0.94, 0.56, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
23, 0, 0.734, 0.98, 1, 0.31, 0.00, 0.00, 0.00, 1.58, 2.71, 0.32, 1.57, 1.79, 1.02, 0.29, 0.03, 0.00, 0.00, 2.42, 1.19, 0.70, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
24, 0, 0.767, 0.98, 1, 0.26, 0.00, 0.00, 0.00, 1.69, 2.71, 0.44, 1.58, 1.70, 0.99, 0.40, 0.07, 0.00, 0.00, 2.56, 1.27, 0.76, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
25, 0, 0.801, 0.98, 1, 0.33, 0.00, 0.00, 0.07, 1.80, 2.83, 0.48, 1.50, 1.69, 0.99, 0.26, 0.05, 0.00, 0.00, 2.58, 1.23, 0.78, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
26, 0, 0.834, 0.98, 1, 0.34, 0.00, 0.00, 0.18, 1.89, 2.80, 0.58, 1.48, 1.83, 0.94, 0.19, 0.04, 0.00, 0.00, 2.36, 0.84, 0.71, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
27, 0, 0.868, 0.98, 1, 0.46, 0.00, 0.00, 0.18, 2.01, 2.89, 0.66, 1.50, 2.07, 1.08, 0.05, 0.00, 0.00, 0.00, 2.03, 0.52, 0.71, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
28, 0, 0.901, 0.98, 1, 0.41, 0.00, 0.00, 0.11, 2.06, 2.63, 0.71, 1.65, 2.40, 1.32, 0.09, 0.13, 0.02, 0.00, 1.76, 0.21, 1.09, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
29, 0, 0.934, 0.98, 1, 0.42, 0.00, 0.00, 0.00, 2.06, 2.24, 0.57, 1.75, 2.61, 1.57, 0.36, 0.29, 0.03, 0.00, 1.59, 0.11, 1.70, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
30, 0, 0.968, 0.98, 1, 0.34, 0.00, 0.00, 0.00, 2.02, 1.71, 0.47, 1.80, 2.68, 1.64, 0.61, 0.41, 0.03, 0.00, 1.60, 0.01, 2.26, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
31, 0, 1.001, 0.98, 1, 0.39, 0.00, 0.00, 0.00, 2.00, 1.62, 0.46, 1.74, 2.58, 1.60, 0.89, 0.37, 0.03, 0.00, 1.70, 0.12, 2.32, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
32, 0, 1.034, 0.98, 1, 0.50, 0.04, 0.00, 0.03, 2.04, 1.79, 0.50, 1.66, 2.46, 1.63, 0.95, 0.37, 0.16, 0.00, 1.66, 0.24, 1.91, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
33, 0, 1.068, 0.98, 1, 0.58, 0.04, 0.00, 0.03, 2.05, 2.05, 0.61, 1.58, 2.37, 1.65, 0.81, 0.36, 0.39, 0.02, 1.35, 0.24, 1.35, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
34, 0, 1.101, 0.98, 1, 0.72, 0.14, 0.00, 0.03, 2.04, 2.21, 0.67, 1.55, 2.33, 1.88, 0.62, 0.39, 0.62, 0.21, 0.85, 0.12, 0.83, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
